"property_type","room_type","accommodates","month_year","active_listing_rate","min_price","max_price","median_price","avg_price","distinct_hosts","superhost_rate","avg_review_scores_rating","total_stays","avg_estimated_revenue_per_active_listing","pct_change_active_listings","pct_change_inactive_listings"
boat,entire home/apt,4,"01-2021",100.00,326.00,1700.00,400.0,689.71,6,16.67,97.86,34,2544.14,0.00,
boat,entire home/apt,4,"02-2021",100.00,129.00,1700.00,399.5,616.13,7,14.29,97.00,50,1986.63,14.29,
boat,entire home/apt,4,"03-2021",100.00,129.00,1700.00,400.0,604.22,8,12.50,97.33,121,7546.33,12.50,
boat,entire home/apt,4,"04-2021",100.00,325.00,1700.00,399.0,653.78,6,16.67,96.00,78,6693.22,0.00,
boat,entire home/apt,5,"05-2020",100.00,299.00,299.00,299.0,299.00,1,0.00,100.00,0,0.00,,
boat,entire home/apt,5,"06-2020",100.00,299.00,299.00,299.0,299.00,1,0.00,100.00,0,0.00,0.00,
boat,entire home/apt,5,"07-2020",100.00,299.00,299.00,299.0,299.00,1,0.00,100.00,0,0.00,0.00,
boat,entire home/apt,5,"08-2020",100.00,399.00,399.00,399.0,399.00,1,0.00,100.00,0,0.00,0.00,
boat,entire home/apt,5,"09-2020",100.00,399.00,399.00,399.0,399.00,1,0.00,100.00,0,0.00,0.00,
boat,entire home/apt,5,"10-2020",100.00,399.00,399.00,399.0,399.00,1,0.00,100.00,0,0.00,0.00,
boat,entire home/apt,5,"11-2020",100.00,399.00,399.00,399.0,399.00,1,0.00,100.00,0,0.00,0.00,
boat,entire home/apt,5,"12-2020",100.00,900.00,900.00,900.0,900.00,1,0.00,100.00,30,27000.00,0.00,
boat,entire home/apt,5,"01-2021",100.00,900.00,900.00,900.0,900.00,1,0.00,100.00,0,0.00,0.00,
boat,entire home/apt,5,"02-2021",100.00,900.00,900.00,900.0,900.00,1,0.00,100.00,0,0.00,0.00,
boat,entire home/apt,5,"03-2021",100.00,900.00,900.00,900.0,900.00,1,0.00,100.00,0,0.00,0.00,
boat,entire home/apt,5,"04-2021",100.00,900.00,900.00,900.0,900.00,1,0.00,100.00,0,0.00,0.00,
boat,entire home/apt,6,"05-2020",100.00,395.00,1300.00,1100.0,938.20,4,0.00,95.40,6,1118.00,,
boat,entire home/apt,6,"06-2020",100.00,395.00,1300.00,1100.0,938.00,4,0.00,96.00,11,2357.00,0.00,
boat,entire home/apt,6,"07-2020",100.00,395.00,1300.00,1099.0,937.80,4,0.00,96.00,31,6894.20,0.00,
boat,entire home/apt,6,"08-2020",100.00,395.00,1300.00,1100.0,918.00,4,0.00,96.00,24,3300.00,0.00,
boat,entire home/apt,6,"09-2020",100.00,395.00,1300.00,1030.0,925.00,5,0.00,96.67,24,3324.17,20.00,
boat,entire home/apt,6,"10-2020",100.00,395.00,2500.00,1150.0,1181.67,5,0.00,96.67,83,16572.50,0.00,
boat,entire home/apt,6,"11-2020",100.00,395.00,1400.00,595.0,798.00,4,0.00,96.00,44,7209.00,-16.67,
boat,entire home/apt,6,"12-2020",100.00,395.00,1400.00,897.5,897.50,3,0.00,94.50,72,16350.00,-20.00,
boat,entire home/apt,6,"01-2021",100.00,395.00,1400.00,897.5,897.50,3,0.00,93.75,45,9110.00,0.00,
boat,entire home/apt,6,"02-2021",100.00,395.00,1400.00,1200.0,998.33,2,0.00,98.33,12,4126.67,-25.00,
boat,entire home/apt,6,"03-2021",100.00,395.00,1400.00,1200.0,998.33,2,0.00,98.67,10,3528.33,0.00,
boat,entire home/apt,6,"04-2021",100.00,395.00,1400.00,1200.0,939.00,4,0.00,99.20,15,3497.00,66.67,
boat,entire home/apt,10,"11-2020",100.00,22500.00,22500.00,22500.0,22500.00,1,0.00,100.00,24,540000.00,,
boat,entire home/apt,10,"12-2020",100.00,22500.00,22500.00,22500.0,22500.00,1,0.00,100.00,20,450000.00,0.00,
boat,entire home/apt,10,"01-2021",100.00,23929.00,23929.00,23929.0,23929.00,1,0.00,100.00,15,358935.00,0.00,
boat,entire home/apt,10,"02-2021",100.00,23571.00,23571.00,23571.0,23571.00,1,0.00,100.00,17,400707.00,0.00,
boat,entire home/apt,10,"03-2021",100.00,22500.00,22500.00,22500.0,22500.00,1,0.00,100.00,30,675000.00,0.00,
boat,private room,2,"05-2020",100.00,130.00,387.00,258.5,258.50,2,0.00,100.00,30,1950.00,,
boat,private room,2,"06-2020",100.00,130.00,388.00,259.0,259.00,2,0.00,100.00,30,1950.00,0.00,
boat,private room,2,"07-2020",100.00,131.00,131.00,131.0,131.00,1,0.00,100.00,30,3930.00,-50.00,
boat,private room,3,"05-2020",100.00,150.00,600.00,375.0,375.00,2,0.00,99.50,60,11250.00,,
boat,private room,3,"06-2020",100.00,150.00,601.00,375.5,375.50,2,0.00,99.50,60,11265.00,0.00,
boat,private room,3,"07-2020",100.00,149.00,600.00,374.5,374.50,2,0.00,99.50,60,11235.00,0.00,
boat,private room,5,"05-2020",100.00,83.00,83.00,83.0,83.00,1,0.00,100.00,30,2490.00,,
boat,private room,5,"06-2020",100.00,83.00,83.00,83.0,83.00,1,0.00,100.00,30,2490.00,0.00,
boat,private room,6,"05-2020",100.00,598.00,598.00,598.0,598.00,1,0.00,100.00,30,17940.00,,
boat,private room,6,"06-2020",100.00,599.00,599.00,599.0,599.00,1,0.00,100.00,30,17970.00,0.00,
boat,shared room,2,"05-2020",100.00,249.00,249.00,249.0,249.00,1,0.00,100.00,30,7470.00,,
boat,shared room,2,"06-2020",100.00,250.00,250.00,250.0,250.00,1,0.00,100.00,30,7500.00,0.00,
boutique hotel,entire home/apt,2,"05-2020",100.00,269.00,269.00,269.0,269.00,1,0.00,60.00,1,269.00,,
boutique hotel,entire home/apt,2,"06-2020",100.00,269.00,269.00,269.0,269.00,1,0.00,60.00,0,0.00,0.00,
boutique hotel,entire home/apt,2,"07-2020",100.00,270.00,270.00,270.0,270.00,1,0.00,60.00,0,0.00,0.00,
boutique hotel,hotel room,1,"05-2020",100.00,44.00,199.00,139.0,131.55,9,44.44,93.18,80,499.82,,
boutique hotel,hotel room,1,"06-2020",100.00,44.00,199.00,139.0,131.73,9,44.44,92.82,76,460.36,0.00,
boutique hotel,hotel room,1,"07-2020",100.00,45.00,198.00,139.0,125.78,7,42.86,92.44,95,978.56,-18.18,
boutique hotel,hotel room,2,"05-2020",100.00,75.00,1650.00,199.0,261.14,28,46.43,94.81,498,1818.89,,
boutique hotel,hotel room,2,"06-2020",100.00,80.00,1651.00,199.0,268.23,27,44.44,94.73,503,2194.98,-7.84,
boutique hotel,hotel room,2,"07-2020",100.00,55.00,1649.00,199.0,278.00,25,40.00,94.56,398,2027.57,-25.53,
boutique hotel,hotel room,3,"05-2020",100.00,80.00,499.00,183.5,200.44,13,30.77,95.81,215,2691.25,,
boutique hotel,hotel room,3,"06-2020",100.00,80.00,499.00,183.5,200.25,13,30.77,95.88,202,2772.06,0.00,
boutique hotel,hotel room,3,"07-2020",100.00,80.00,500.00,184.0,203.43,11,18.18,95.21,191,2613.86,-12.50,
boutique hotel,hotel room,4,"05-2020",100.00,150.00,380.00,237.5,246.00,7,57.14,94.38,56,1526.63,,
boutique hotel,hotel room,4,"06-2020",100.00,150.00,379.00,237.0,245.50,7,57.14,94.25,55,1334.63,0.00,
boutique hotel,hotel room,4,"07-2020",100.00,150.00,359.00,198.0,222.00,5,60.00,93.40,65,2608.60,-37.50,
boutique hotel,hotel room,6,"05-2020",100.00,188.00,188.00,188.0,188.00,1,100.00,95.00,2,376.00,,
boutique hotel,hotel room,6,"06-2020",100.00,189.00,189.00,189.0,189.00,1,100.00,95.00,1,189.00,0.00,
boutique hotel,private room,1,"05-2020",100.00,51.00,199.00,95.5,101.63,7,42.86,96.75,150,1586.25,,
boutique hotel,private room,1,"06-2020",100.00,50.00,199.00,95.0,100.88,7,42.86,96.75,161,1732.13,0.00,
boutique hotel,private room,1,"07-2020",100.00,50.00,198.00,98.0,102.43,7,42.86,94.71,133,1672.29,-12.50,
boutique hotel,private room,2,"05-2020",100.00,49.00,499.00,165.0,183.94,27,44.44,95.45,642,1216.81,,
boutique hotel,private room,2,"06-2020",100.00,49.00,499.00,164.0,184.05,27,44.44,95.41,904,1886.40,8.75,
boutique hotel,private room,2,"07-2020",100.00,49.00,500.00,192.0,195.35,27,48.15,95.16,733,1535.66,-8.05,
boutique hotel,private room,3,"05-2020",100.00,110.00,419.00,179.0,224.33,9,33.33,89.40,100,1533.27,,
boutique hotel,private room,3,"06-2020",100.00,110.00,419.00,179.0,223.93,9,33.33,88.80,212,3781.27,0.00,
boutique hotel,private room,3,"07-2020",100.00,69.00,420.00,164.0,209.00,10,30.00,90.19,150,1225.31,6.67,
boutique hotel,private room,4,"05-2020",100.00,150.00,459.00,233.0,270.13,6,33.33,97.63,2,62.38,,
boutique hotel,private room,4,"06-2020",100.00,150.00,459.00,232.5,270.13,6,33.33,97.63,5,209.38,0.00,
boutique hotel,private room,4,"07-2020",100.00,69.00,460.00,189.5,230.10,7,28.57,98.20,120,2179.90,25.00,
boutique hotel,private room,5,"05-2020",100.00,189.00,375.00,282.0,282.00,2,0.00,50.00,0,0.00,,
boutique hotel,private room,5,"06-2020",100.00,190.00,375.00,282.5,282.50,2,0.00,50.00,2,190.00,0.00,
boutique hotel,private room,5,"07-2020",100.00,188.00,375.00,281.5,281.50,2,0.00,50.00,1,94.00,0.00,
boutique hotel,private room,6,"05-2020",100.00,150.00,625.00,415.0,396.67,3,66.67,89.67,5,901.67,,
boutique hotel,private room,6,"06-2020",100.00,150.00,625.00,416.0,397.00,3,66.67,89.67,26,4770.67,0.00,
boutique hotel,private room,6,"07-2020",100.00,150.00,625.00,415.0,396.67,3,66.67,89.67,21,2880.00,0.00,
bungalow,entire home/apt,1,"05-2020",100.00,47.00,151.00,99.0,99.00,2,0.00,86.00,31,780.50,,
bungalow,entire home/apt,1,"06-2020",100.00,49.00,151.00,100.0,100.00,2,0.00,86.00,31,810.50,0.00,
bungalow,entire home/apt,1,"07-2020",100.00,150.00,150.00,150.0,150.00,1,0.00,100.00,1,150.00,-50.00,
bungalow,entire home/apt,2,"05-2020",100.00,51.00,194.00,120.0,121.86,21,47.62,95.24,456,2661.57,,
bungalow,entire home/apt,2,"06-2020",100.00,51.00,195.00,120.0,122.29,21,47.62,95.24,437,2632.43,0.00,
bungalow,entire home/apt,2,"07-2020",100.00,50.00,196.00,118.0,116.17,18,38.89,93.00,409,2566.17,-14.29,
bungalow,entire home/apt,3,"05-2020",100.00,90.00,181.00,126.0,139.00,5,0.00,90.20,119,3072.20,,
bungalow,entire home/apt,3,"06-2020",100.00,90.00,180.00,124.0,138.80,5,0.00,90.20,109,2688.00,0.00,
bungalow,entire home/apt,3,"07-2020",100.00,76.00,180.00,123.0,128.67,6,0.00,88.50,124,2630.67,20.00,
bungalow,entire home/apt,4,"05-2020",100.00,75.00,651.00,201.0,218.27,22,31.82,97.68,506,4922.91,,
bungalow,entire home/apt,4,"06-2020",100.00,75.00,649.00,200.0,216.95,22,31.82,97.68,488,4975.23,0.00,
bungalow,entire home/apt,4,"07-2020",100.00,98.00,401.00,168.0,189.31,16,37.50,97.44,334,4220.06,-27.27,
bungalow,entire home/apt,5,"05-2020",100.00,103.00,600.00,181.0,213.13,15,46.67,96.73,286,4356.53,,
bungalow,entire home/apt,5,"06-2020",100.00,102.00,599.00,180.0,212.93,15,46.67,96.73,333,4940.27,0.00,
bungalow,entire home/apt,5,"07-2020",100.00,102.00,360.00,146.0,191.85,13,46.15,97.00,241,3493.23,-13.33,
bungalow,entire home/apt,6,"05-2020",100.00,70.00,807.00,268.0,336.78,20,20.00,94.17,422,6957.43,,
bungalow,entire home/apt,6,"06-2020",100.00,69.00,699.00,275.0,320.65,17,23.53,94.60,464,8518.35,-13.04,
bungalow,entire home/apt,6,"07-2020",100.00,70.00,524.00,208.0,272.67,14,21.43,93.33,317,6829.60,-25.00,
bungalow,entire home/apt,7,"05-2020",100.00,245.00,600.00,351.0,389.40,5,0.00,96.00,150,11682.00,,
bungalow,entire home/apt,7,"06-2020",100.00,140.00,601.00,350.0,347.50,6,16.67,93.33,160,9095.00,20.00,
bungalow,entire home/apt,7,"07-2020",100.00,139.00,600.00,350.0,347.33,6,16.67,93.33,179,10396.83,0.00,
bungalow,entire home/apt,8,"05-2020",100.00,181.00,1000.00,580.0,592.88,7,28.57,99.88,136,9033.75,,
bungalow,entire home/apt,8,"06-2020",100.00,180.00,1002.00,581.0,593.50,7,28.57,99.88,182,12633.00,0.00,
bungalow,entire home/apt,8,"07-2020",100.00,180.00,988.00,580.0,603.57,6,16.67,99.86,137,10096.57,-12.50,
bungalow,entire home/apt,9,"05-2020",100.00,160.00,801.00,371.0,425.75,4,25.00,94.25,70,9205.00,,
bungalow,entire home/apt,9,"06-2020",100.00,160.00,799.00,350.0,436.33,3,0.00,94.33,90,13090.00,-25.00,
bungalow,entire home/apt,9,"07-2020",100.00,346.00,799.00,572.5,572.50,2,0.00,96.50,60,17175.00,-33.33,
bungalow,entire home/apt,10,"05-2020",100.00,600.00,900.00,750.0,750.00,2,0.00,100.00,30,13500.00,,
bungalow,entire home/apt,10,"06-2020",100.00,599.00,901.00,750.0,750.00,2,0.00,100.00,22,9911.00,0.00,
bungalow,entire home/apt,10,"07-2020",100.00,600.00,900.00,750.0,750.00,2,0.00,100.00,30,13500.00,0.00,
bungalow,entire home/apt,12,"05-2020",100.00,480.00,480.00,480.0,480.00,1,100.00,80.00,1,480.00,,
bungalow,entire home/apt,12,"06-2020",100.00,481.00,481.00,481.0,481.00,1,100.00,80.00,1,481.00,0.00,
bungalow,entire home/apt,12,"07-2020",100.00,480.00,480.00,480.0,480.00,1,100.00,80.00,3,1440.00,0.00,
bungalow,entire home/apt,16,"05-2020",100.00,300.00,334.00,317.0,317.00,1,100.00,93.00,1,167.00,,
bungalow,entire home/apt,16,"06-2020",100.00,300.00,333.00,316.5,316.50,1,100.00,93.00,1,166.50,0.00,
bungalow,entire home/apt,16,"07-2020",100.00,300.00,334.00,317.0,317.00,1,100.00,93.00,6,951.00,0.00,
bungalow,private room,1,"05-2020",100.00,34.00,250.00,47.0,65.18,14,28.57,95.76,217,899.76,,
bungalow,private room,1,"06-2020",100.00,34.00,250.00,48.5,66.50,13,30.77,95.81,227,982.19,-5.88,
bungalow,private room,1,"07-2020",100.00,35.00,250.00,47.0,64.71,14,28.57,96.06,226,911.29,6.25,
bungalow,private room,2,"05-2020",100.00,31.00,126.00,61.0,67.74,35,34.29,94.00,800,1049.53,,
bungalow,private room,2,"06-2020",100.00,30.00,124.00,60.0,67.40,35,37.14,94.04,705,950.11,0.00,
bungalow,private room,2,"07-2020",100.00,30.00,126.00,62.5,69.02,31,38.71,93.98,665,1032.00,-10.64,
bungalow,private room,3,"05-2020",100.00,45.00,99.00,60.0,68.80,5,0.00,97.60,97,1377.00,,
bungalow,private room,3,"06-2020",100.00,45.00,100.00,60.0,68.80,5,0.00,97.60,97,1377.00,0.00,
bungalow,private room,3,"07-2020",100.00,49.00,100.00,70.0,72.25,4,0.00,100.00,66,1273.50,-20.00,
bungalow,private room,4,"05-2020",100.00,52.00,200.00,69.5,87.75,5,40.00,88.13,120,1184.13,,
bungalow,private room,4,"06-2020",100.00,51.00,200.00,70.5,87.63,5,40.00,88.13,68,793.13,0.00,
bungalow,private room,4,"07-2020",100.00,52.00,100.00,69.0,71.71,4,50.00,86.43,61,710.86,-12.50,
bungalow,private room,5,"05-2020",100.00,70.00,70.00,70.0,70.00,1,0.00,100.00,1,70.00,,
bungalow,private room,5,"06-2020",100.00,69.00,69.00,69.0,69.00,1,0.00,100.00,1,69.00,0.00,
bungalow,private room,5,"07-2020",100.00,70.00,70.00,70.0,70.00,1,0.00,100.00,1,70.00,0.00,
bus,entire home/apt,4,"06-2020",100.00,152.00,152.00,152.0,152.00,1,0.00,100.00,0,0.00,,
bus,entire home/apt,4,"07-2020",100.00,151.00,151.00,151.0,151.00,1,0.00,100.00,0,0.00,0.00,
bus,entire home/apt,4,"08-2020",100.00,106.00,106.00,106.0,106.00,1,0.00,100.00,1,106.00,0.00,
bus,entire home/apt,4,"09-2020",100.00,106.00,106.00,106.0,106.00,1,0.00,100.00,0,0.00,0.00,
bus,entire home/apt,4,"10-2020",100.00,106.00,106.00,106.0,106.00,1,0.00,100.00,0,0.00,0.00,
bus,entire home/apt,4,"11-2020",100.00,106.00,106.00,106.0,106.00,1,0.00,100.00,0,0.00,0.00,
bus,private room,2,"06-2020",100.00,45.00,45.00,45.0,45.00,1,0.00,100.00,30,1350.00,,
bus,private room,2,"07-2020",100.00,46.00,46.00,46.0,46.00,1,0.00,100.00,14,644.00,0.00,
cabin,entire home/apt,1,"06-2020",100.00,69.00,69.00,69.0,69.00,1,100.00,100.00,19,1311.00,,
cabin,entire home/apt,1,"07-2020",100.00,70.00,70.00,70.0,70.00,1,100.00,100.00,30,2100.00,0.00,
cabin,entire home/apt,2,"05-2020",100.00,64.00,240.00,122.0,133.92,24,75.00,98.04,420,2547.71,,
cabin,entire home/apt,2,"06-2020",100.00,60.00,245.00,122.0,125.40,24,75.00,97.72,376,2106.52,4.17,
cabin,entire home/apt,2,"07-2020",100.00,60.00,246.00,120.5,126.21,23,73.91,97.67,448,2447.67,-4.00,
cabin,entire home/apt,3,"05-2020",100.00,70.00,100.00,99.0,89.67,3,66.67,98.00,64,2073.67,,
cabin,entire home/apt,3,"06-2020",100.00,69.00,100.00,98.0,89.00,3,66.67,98.00,62,2026.00,0.00,
cabin,entire home/apt,3,"07-2020",100.00,70.00,100.00,99.0,89.67,3,66.67,98.00,68,2176.67,0.00,
cabin,entire home/apt,4,"05-2020",100.00,128.00,184.00,131.0,143.40,5,0.00,96.80,94,2863.00,,
cabin,entire home/apt,4,"06-2020",100.00,127.00,450.00,130.0,196.00,5,20.00,96.60,94,4446.80,0.00,
cabin,entire home/apt,4,"07-2020",100.00,128.00,450.00,130.0,196.40,5,20.00,96.60,150,5892.00,0.00,
cabin,entire home/apt,5,"05-2020",100.00,200.00,320.00,220.0,246.67,3,66.67,96.67,3,253.33,,
cabin,entire home/apt,5,"06-2020",100.00,200.00,320.00,220.0,246.67,3,66.67,96.67,34,3493.33,0.00,
cabin,entire home/apt,5,"07-2020",100.00,200.00,320.00,220.0,246.67,3,66.67,96.67,52,4306.67,0.00,
cabin,entire home/apt,6,"05-2020",100.00,198.00,501.00,325.0,337.25,4,50.00,88.50,52,4872.50,,
cabin,entire home/apt,6,"06-2020",100.00,198.00,400.00,250.0,282.67,3,33.33,86.00,16,1764.00,-25.00,
cabin,entire home/apt,6,"07-2020",100.00,198.00,400.00,250.0,282.67,3,33.33,92.67,20,2130.00,0.00,
cabin,entire home/apt,7,"05-2020",100.00,160.00,160.00,160.0,160.00,1,100.00,99.00,30,4800.00,,
cabin,entire home/apt,7,"06-2020",100.00,161.00,161.00,161.0,161.00,1,100.00,99.00,3,483.00,0.00,
cabin,entire home/apt,7,"07-2020",100.00,160.00,160.00,160.0,160.00,1,100.00,99.00,4,640.00,0.00,
cabin,entire home/apt,8,"05-2020",100.00,180.00,519.00,250.0,310.00,5,80.00,99.00,42,2090.40,,
cabin,entire home/apt,8,"06-2020",100.00,180.00,520.00,250.0,310.00,5,80.00,98.40,52,2734.00,0.00,
cabin,entire home/apt,8,"07-2020",100.00,180.00,520.00,300.5,325.25,4,100.00,96.50,82,5607.25,-20.00,
cabin,private room,1,"05-2020",100.00,35.00,49.00,47.0,43.67,1,100.00,68.33,52,830.67,,
cabin,private room,1,"06-2020",100.00,35.00,49.00,46.0,43.33,1,100.00,68.33,49,776.67,0.00,
cabin,private room,1,"07-2020",100.00,36.00,49.00,47.0,44.00,1,100.00,68.33,37,569.67,0.00,
cabin,private room,2,"05-2020",100.00,47.00,285.00,135.0,147.33,9,44.44,96.78,125,1483.00,,
cabin,private room,2,"06-2020",100.00,48.00,300.00,134.0,137.55,11,45.45,97.18,162,1482.91,22.22,
cabin,private room,2,"07-2020",100.00,49.00,300.00,120.0,126.31,13,38.46,97.62,172,1374.54,18.18,
cabin,private room,6,"05-2020",100.00,3453.00,3453.00,3453.0,3453.00,1,0.00,100.00,30,103590.00,,
cabin,private room,6,"06-2020",100.00,3452.00,3452.00,3452.0,3452.00,1,0.00,100.00,30,103560.00,0.00,
cabin,private room,6,"07-2020",100.00,3453.00,3453.00,3453.0,3453.00,1,0.00,100.00,30,103590.00,0.00,
camper/rv,entire home/apt,2,"05-2020",100.00,60.00,150.00,102.5,102.83,6,16.67,95.50,39,468.67,,
camper/rv,entire home/apt,2,"06-2020",100.00,60.00,151.00,102.0,102.83,6,16.67,95.50,62,698.83,0.00,
camper/rv,entire home/apt,2,"07-2020",100.00,60.00,136.00,70.0,88.67,3,0.00,97.67,60,1300.00,-50.00,
camper/rv,entire home/apt,2,"08-2020",100.00,49.00,70.00,61.5,60.50,4,0.00,98.25,61,855.00,33.33,
camper/rv,entire home/apt,2,"09-2020",100.00,49.00,70.00,60.0,60.37,4,0.00,98.60,61,683.16,25.00,
camper/rv,entire home/apt,2,"10-2020",100.00,49.00,71.00,66.5,63.25,4,0.00,98.25,61,857.75,-20.00,
camper/rv,entire home/apt,2,"11-2020",100.00,49.00,71.00,66.5,63.25,4,0.00,98.25,60,840.00,0.00,
camper/rv,entire home/apt,2,"12-2020",100.00,49.00,71.00,70.0,63.33,3,0.00,100.00,46,868.67,-25.00,
camper/rv,entire home/apt,2,"01-2021",100.00,49.00,71.00,70.0,63.33,3,0.00,100.00,80,1663.33,0.00,
camper/rv,entire home/apt,2,"02-2021",100.00,49.00,71.00,70.0,63.33,3,0.00,100.00,30,490.00,0.00,
camper/rv,entire home/apt,2,"03-2021",100.00,49.00,71.00,70.0,63.33,3,0.00,100.00,30,490.00,0.00,
camper/rv,entire home/apt,2,"04-2021",100.00,49.00,71.00,70.0,63.33,3,0.00,100.00,30,490.00,0.00,
camper/rv,entire home/apt,3,"05-2020",100.00,54.00,151.00,109.0,105.75,4,0.00,100.00,60,990.00,,
camper/rv,entire home/apt,3,"06-2020",100.00,53.00,151.00,109.5,105.75,4,0.00,100.00,60,990.00,0.00,
camper/rv,entire home/apt,3,"07-2020",100.00,78.00,150.00,140.0,122.67,3,0.00,100.00,30,780.00,-25.00,
camper/rv,entire home/apt,3,"08-2020",100.00,78.00,500.00,150.0,242.67,3,0.00,100.00,30,780.00,0.00,
camper/rv,entire home/apt,3,"09-2020",100.00,39.00,500.00,78.0,161.20,4,0.00,100.00,90,936.00,66.67,
camper/rv,entire home/apt,3,"10-2020",100.00,39.00,500.00,114.0,191.75,4,0.00,100.00,60,877.50,-20.00,
camper/rv,entire home/apt,3,"11-2020",100.00,39.00,500.00,114.0,191.75,4,0.00,100.00,60,877.50,0.00,
camper/rv,entire home/apt,3,"12-2020",100.00,39.00,500.00,114.0,191.75,4,0.00,100.00,60,877.50,0.00,
camper/rv,entire home/apt,3,"01-2021",100.00,39.00,500.00,114.0,191.75,4,0.00,100.00,90,4627.50,0.00,
camper/rv,entire home/apt,3,"02-2021",100.00,39.00,500.00,114.0,191.75,4,0.00,100.00,60,877.50,0.00,
camper/rv,entire home/apt,3,"03-2021",100.00,39.00,500.00,114.0,191.75,4,0.00,100.00,89,1965.00,0.00,
camper/rv,entire home/apt,3,"04-2021",100.00,39.00,500.00,114.0,191.75,4,0.00,100.00,90,4627.50,0.00,
camper/rv,entire home/apt,4,"05-2020",100.00,75.00,180.00,127.5,127.50,2,0.00,98.00,32,1305.00,,
camper/rv,entire home/apt,4,"06-2020",100.00,74.00,180.00,127.0,127.00,2,0.00,98.00,32,1290.00,0.00,
camper/rv,entire home/apt,4,"07-2020",100.00,75.00,75.00,75.0,75.00,1,0.00,96.00,30,2250.00,-50.00,
camper/rv,entire home/apt,4,"08-2020",100.00,76.00,180.00,136.0,130.67,3,0.00,98.67,37,1106.67,200.00,
camper/rv,entire home/apt,4,"09-2020",100.00,76.00,180.00,157.5,142.75,3,0.00,99.00,63,1728.75,33.33,
camper/rv,entire home/apt,4,"10-2020",100.00,76.00,180.00,135.0,130.33,3,0.00,98.67,76,3250.00,-25.00,
camper/rv,entire home/apt,4,"11-2020",100.00,76.00,180.00,135.0,130.33,3,0.00,98.67,58,2050.00,0.00,
camper/rv,entire home/apt,4,"12-2020",100.00,89.00,180.00,134.5,134.50,2,0.00,98.00,18,892.00,-33.33,
camper/rv,entire home/apt,4,"01-2021",100.00,91.00,180.00,135.5,135.50,2,0.00,98.00,12,635.00,0.00,
camper/rv,entire home/apt,4,"02-2021",100.00,88.00,180.00,134.0,134.00,2,0.00,98.00,32,1500.00,0.00,
camper/rv,entire home/apt,4,"03-2021",100.00,88.00,180.00,134.0,134.00,2,0.00,98.00,32,1500.00,0.00,
camper/rv,entire home/apt,4,"04-2021",100.00,88.00,180.00,134.0,134.00,2,0.00,98.00,32,1500.00,0.00,
camper/rv,entire home/apt,5,"05-2020",100.00,70.00,70.00,70.0,70.00,1,0.00,100.00,30,2100.00,,
camper/rv,entire home/apt,5,"06-2020",100.00,70.00,70.00,70.0,70.00,1,0.00,100.00,30,2100.00,0.00,
camper/rv,entire home/apt,5,"07-2020",100.00,70.00,70.00,70.0,70.00,1,0.00,100.00,30,2100.00,0.00,
camper/rv,entire home/apt,5,"08-2020",100.00,74.00,74.00,74.0,74.00,1,0.00,100.00,30,2220.00,0.00,
camper/rv,entire home/apt,5,"09-2020",100.00,74.00,74.00,74.0,74.00,1,0.00,100.00,30,2220.00,0.00,
