"property_type","room_type","accommodates","month_year","active_listing_rate","min_price","max_price","median_price","avg_price","distinct_hosts","superhost_rate","avg_review_scores_rating","total_stays","avg_estimated_revenue_per_active_listing","pct_change_active_listings","pct_change_inactive_listings"
private room in condominium,private room,4,"11-2020",100.00,40.00,500.00,87.5,158.13,8,12.50,96.75,135,1558.75,-11.11,
private room in condominium,private room,4,"12-2020",100.00,40.00,500.00,87.5,158.13,8,12.50,96.75,165,1933.75,0.00,
private room in condominium,private room,4,"01-2021",100.00,40.00,500.00,84.0,157.25,8,12.50,96.75,135,1558.75,0.00,
private room in condominium,private room,4,"02-2021",100.00,40.00,500.00,75.0,146.44,8,12.50,97.11,192,1875.56,12.50,
private room in condominium,private room,4,"03-2021",88.89,40.00,500.00,72.5,139.75,8,12.50,96.75,183,1899.38,-11.11,
private room in condominium,private room,4,"04-2021",88.89,40.00,4990.00,84.0,756.00,9,11.11,96.75,129,2007.50,0.00,0.00
private room in cottage,private room,1,"08-2020",100.00,37.00,125.00,63.0,66.60,5,20.00,98.80,120,1620.00,,
private room in cottage,private room,1,"09-2020",100.00,39.00,125.00,66.0,74.00,4,25.00,98.50,106,2065.50,-20.00,
private room in cottage,private room,1,"10-2020",100.00,39.00,125.00,62.57,70.02,5,40.00,97.00,120,1480.00,50.00,
private room in cottage,private room,1,"11-2020",100.00,39.00,125.00,62.5,70.00,5,40.00,97.00,121,1490.17,0.00,
private room in cottage,private room,1,"12-2020",100.00,55.00,125.00,63.0,73.40,4,25.00,96.40,117,1818.20,-16.67,
private room in cottage,private room,1,"01-2021",100.00,62.00,125.00,63.0,76.20,4,25.00,96.40,120,1908.00,0.00,
private room in cottage,private room,1,"02-2021",100.00,55.00,125.00,63.0,73.40,4,25.00,96.40,150,2202.00,0.00,
private room in cottage,private room,1,"03-2021",100.00,55.00,125.00,63.0,73.40,4,25.00,96.40,150,2202.00,0.00,
private room in cottage,private room,1,"04-2021",100.00,55.00,125.00,63.0,73.40,4,25.00,96.40,145,2139.00,0.00,
private room in cottage,private room,2,"08-2020",100.00,40.00,98.00,66.5,67.20,9,44.44,98.10,211,1318.70,,
private room in cottage,private room,2,"09-2020",100.00,49.00,98.00,65.0,66.67,8,37.50,98.00,142,1008.22,-10.00,
private room in cottage,private room,2,"10-2020",100.00,43.00,81.00,65.5,63.60,9,44.44,97.60,181,1121.10,11.11,
private room in cottage,private room,2,"11-2020",100.00,38.00,89.00,65.0,62.67,8,50.00,97.33,186,1262.33,-10.00,
private room in cottage,private room,2,"12-2020",100.00,59.00,98.00,60.0,67.29,7,42.86,97.14,171,1638.14,-22.22,
private room in cottage,private room,2,"01-2021",100.00,59.00,120.00,65.5,73.33,6,50.00,97.00,120,1300.00,-14.29,
private room in cottage,private room,2,"02-2021",100.00,59.00,82.00,62.5,66.00,6,50.00,97.83,124,1324.67,0.00,
private room in cottage,private room,2,"03-2021",100.00,59.00,82.00,62.5,66.00,6,50.00,97.83,127,1365.67,0.00,
private room in cottage,private room,2,"04-2021",100.00,59.00,82.00,62.5,66.00,6,50.00,97.83,128,1379.33,0.00,
private room in cottage,private room,3,"08-2020",100.00,58.00,58.00,58.0,58.00,1,100.00,100.00,1,58.00,,
private room in cottage,private room,3,"09-2020",100.00,58.00,58.00,58.0,58.00,1,100.00,100.00,1,58.00,0.00,
private room in cottage,private room,3,"10-2020",100.00,90.00,90.00,90.0,90.00,1,100.00,100.00,7,630.00,0.00,
private room in cottage,private room,4,"08-2020",100.00,98.00,98.00,98.0,98.00,1,100.00,100.00,30,2940.00,,
private room in cottage,private room,4,"09-2020",100.00,98.00,98.00,98.0,98.00,1,100.00,100.00,45,2205.00,100.00,
private room in cottage,private room,4,"10-2020",100.00,98.00,98.00,98.0,98.00,1,100.00,100.00,30,2940.00,-50.00,
private room in cottage,private room,4,"11-2020",100.00,98.00,98.00,98.0,98.00,1,100.00,100.00,30,2940.00,0.00,
private room in cottage,private room,4,"03-2021",100.00,250.00,250.00,250.0,250.00,1,0.00,100.00,21,5250.00,0.00,
private room in cottage,private room,4,"04-2021",100.00,250.00,250.00,250.0,250.00,1,0.00,100.00,28,7000.00,0.00,
private room in cottage,private room,6,"08-2020",100.00,139.00,139.00,139.0,139.00,1,100.00,90.00,30,4170.00,,
private room in cottage,private room,6,"09-2020",100.00,139.00,139.00,139.0,139.00,1,100.00,90.00,19,2641.00,0.00,
private room in cottage,private room,6,"10-2020",100.00,139.00,139.00,139.0,139.00,1,100.00,90.00,30,4170.00,0.00,
private room in cottage,private room,6,"11-2020",100.00,139.00,139.00,139.0,139.00,1,100.00,90.00,30,4170.00,0.00,
private room in dome house,private room,1,"08-2020",100.00,60.00,60.00,60.0,60.00,1,0.00,100.00,0,0.00,,
private room in dome house,private room,1,"09-2020",100.00,60.00,60.00,60.0,60.00,1,0.00,100.00,0,0.00,0.00,
private room in dome house,private room,1,"10-2020",100.00,60.00,60.00,60.0,60.00,1,0.00,100.00,0,0.00,0.00,
private room in dome house,private room,1,"11-2020",100.00,60.00,60.00,60.0,60.00,1,0.00,100.00,0,0.00,0.00,
private room in earth house,private room,1,"08-2020",100.00,60.00,150.00,88.0,96.50,4,0.00,100.00,61,1665.00,,
private room in earth house,private room,1,"09-2020",100.00,60.00,150.00,88.0,96.50,4,0.00,100.00,61,1665.00,0.00,
private room in earth house,private room,1,"10-2020",100.00,60.00,150.00,75.0,90.00,4,0.00,100.00,90,2100.00,0.00,
private room in earth house,private room,1,"11-2020",100.00,60.00,150.00,75.0,90.00,4,0.00,100.00,61,1665.00,0.00,
private room in earth house,private room,1,"12-2020",100.00,60.00,150.00,70.0,93.33,3,0.00,100.00,61,2220.00,-25.00,
private room in earth house,private room,1,"01-2021",100.00,60.00,150.00,70.0,93.33,3,0.00,100.00,61,2220.00,0.00,
private room in earth house,private room,1,"02-2021",100.00,60.00,150.00,70.0,93.33,3,0.00,100.00,61,2220.00,0.00,
private room in earth house,private room,1,"03-2021",100.00,60.00,150.00,70.0,93.33,3,0.00,100.00,61,2220.00,0.00,
private room in earth house,private room,1,"04-2021",100.00,60.00,150.00,70.0,93.33,3,0.00,100.00,61,2220.00,0.00,
private room in earth house,private room,2,"09-2020",100.00,55.00,55.00,55.0,55.00,1,0.00,100.00,60,1650.00,,
private room in earth house,private room,2,"10-2020",100.00,55.00,55.00,55.0,55.00,1,0.00,100.00,30,1650.00,-50.00,
private room in earth house,private room,2,"11-2020",100.00,55.00,55.00,55.0,55.00,1,0.00,100.00,30,1650.00,0.00,
private room in earth house,private room,2,"12-2020",100.00,55.00,55.00,55.0,55.00,1,0.00,100.00,30,1650.00,0.00,
private room in earth house,private room,2,"01-2021",100.00,55.00,55.00,55.0,55.00,1,0.00,100.00,30,1650.00,0.00,
private room in earth house,private room,2,"02-2021",100.00,55.00,55.00,55.0,55.00,1,0.00,100.00,30,1650.00,0.00,
private room in earth house,private room,2,"03-2021",100.00,55.00,55.00,55.0,55.00,1,0.00,100.00,30,1650.00,0.00,
private room in earth house,private room,2,"04-2021",100.00,55.00,55.00,55.0,55.00,1,0.00,100.00,30,1650.00,0.00,
private room in farm stay,private room,2,"08-2020",100.00,78.00,78.00,78.0,78.00,1,0.00,100.00,1,78.00,,
private room in farm stay,private room,2,"09-2020",100.00,78.00,78.00,78.0,78.00,1,0.00,100.00,7,546.00,0.00,
private room in farm stay,private room,4,"08-2020",100.00,41.00,120.00,80.5,80.50,2,50.00,93.00,33,795.00,,
private room in farm stay,private room,4,"09-2020",100.00,41.43,120.00,80.715,80.72,2,50.00,93.00,7,380.72,0.00,
private room in farm stay,private room,4,"10-2020",100.00,41.00,120.00,80.5,80.50,2,50.00,93.00,4,200.50,0.00,
private room in farm stay,private room,4,"11-2020",100.00,41.00,120.00,80.5,80.50,2,50.00,92.50,4,200.50,0.00,
private room in farm stay,private room,4,"12-2020",100.00,41.00,120.00,80.5,80.50,2,50.00,92.50,11,502.00,0.00,
private room in farm stay,private room,4,"01-2021",100.00,41.00,190.00,120.0,117.00,3,33.33,95.33,40,880.00,50.00,
private room in farm stay,private room,4,"02-2021",100.00,46.00,190.00,120.0,118.67,3,33.33,95.33,8,221.33,0.00,
private room in farm stay,private room,4,"03-2021",100.00,46.00,190.00,120.0,118.67,3,33.33,95.33,5,150.67,0.00,
private room in farm stay,private room,4,"04-2021",100.00,46.00,190.00,120.0,118.67,3,33.33,95.33,4,135.33,0.00,
private room in farm stay,private room,6,"02-2021",100.00,647.00,647.00,647.0,647.00,1,0.00,100.00,30,19410.00,,
private room in farm stay,private room,6,"03-2021",100.00,650.00,650.00,650.0,650.00,1,0.00,100.00,1,650.00,0.00,
private room in farm stay,private room,6,"04-2021",100.00,656.00,656.00,656.0,656.00,1,0.00,100.00,1,656.00,0.00,
private room in guesthouse,private room,1,"08-2020",100.00,24.00,132.00,50.0,53.87,18,11.11,92.00,299,737.22,,
private room in guesthouse,private room,1,"09-2020",100.00,24.00,100.00,46.5,48.71,18,11.11,92.25,254,492.17,4.35,
private room in guesthouse,private room,1,"10-2020",100.00,26.00,180.00,50.0,57.04,18,11.11,91.96,290,795.52,-4.17,
private room in guesthouse,private room,1,"11-2020",100.00,21.00,180.00,49.5,59.77,17,11.76,92.45,245,801.55,-4.35,
private room in guesthouse,private room,1,"12-2020",100.00,20.00,100.00,50.0,51.35,18,11.11,92.91,324,777.70,4.55,
private room in guesthouse,private room,1,"01-2021",100.00,15.00,100.00,50.0,52.00,18,11.11,91.17,318,809.61,0.00,
private room in guesthouse,private room,1,"02-2021",100.00,23.00,132.00,50.0,55.00,17,11.76,90.77,307,882.95,-4.35,
private room in guesthouse,private room,1,"03-2021",100.00,17.00,132.00,47.5,52.77,18,16.67,91.27,343,823.27,0.00,
private room in guesthouse,private room,1,"04-2021",100.00,22.00,132.00,45.0,51.78,18,16.67,91.65,346,818.91,4.55,
private room in guesthouse,private room,2,"08-2020",100.00,29.00,420.00,77.5,100.51,47,10.64,94.72,814,940.44,,
private room in guesthouse,private room,2,"09-2020",100.00,29.00,420.00,79.0,98.01,50,10.00,95.08,1001,932.64,17.65,
private room in guesthouse,private room,2,"10-2020",100.00,29.00,420.00,77.0,98.49,51,9.80,94.88,1025,1212.26,-8.75,
private room in guesthouse,private room,2,"11-2020",100.00,29.00,420.00,77.5,97.42,52,11.54,94.14,1041,1020.86,1.37,
private room in guesthouse,private room,2,"12-2020",100.00,29.00,280.00,78.5,94.42,54,11.11,94.67,1149,1205.33,2.70,
private room in guesthouse,private room,2,"01-2021",100.00,29.00,280.00,77.0,95.06,57,12.28,94.83,1253,1337.28,6.58,
private room in guesthouse,private room,2,"02-2021",100.00,29.00,280.00,75.0,88.96,55,12.73,95.01,1019,1116.10,-11.11,
private room in guesthouse,private room,2,"03-2021",100.00,29.00,280.00,75.0,89.51,55,12.73,94.93,1156,1267.15,0.00,
private room in guesthouse,private room,2,"04-2021",98.65,29.00,280.00,75.0,86.53,57,14.04,94.56,978,1154.81,1.39,
private room in guesthouse,private room,3,"08-2020",100.00,49.00,180.00,91.0,93.25,7,28.57,97.00,102,890.00,,
private room in guesthouse,private room,3,"09-2020",100.00,49.00,180.00,83.0,91.22,8,25.00,97.33,130,993.33,12.50,
private room in guesthouse,private room,3,"10-2020",100.00,49.00,180.00,83.0,91.11,8,25.00,97.33,148,1200.00,0.00,
private room in guesthouse,private room,3,"11-2020",100.00,49.00,180.00,83.0,91.67,8,25.00,97.33,203,1824.56,0.00,
private room in guesthouse,private room,3,"12-2020",100.00,39.00,180.00,83.0,87.11,8,25.00,97.33,183,1538.33,0.00,
private room in guesthouse,private room,3,"01-2021",100.00,39.00,180.00,83.0,87.11,8,25.00,97.33,207,1864.00,0.00,
private room in guesthouse,private room,3,"02-2021",100.00,39.00,180.00,83.0,87.11,8,25.00,97.33,150,1150.00,0.00,
private room in guesthouse,private room,3,"03-2021",100.00,39.00,180.00,83.0,87.11,8,25.00,97.33,149,1188.11,0.00,
private room in guesthouse,private room,3,"04-2021",100.00,39.00,145.00,83.0,83.22,8,25.00,97.44,129,943.00,0.00,
private room in guesthouse,private room,4,"08-2020",100.00,40.00,600.00,97.5,180.10,8,0.00,97.00,62,442.00,,
private room in guesthouse,private room,4,"09-2020",100.00,40.00,600.00,87.5,158.42,9,0.00,97.50,180,1060.00,20.00,
private room in guesthouse,private room,4,"10-2020",100.00,40.00,600.00,95.0,168.27,9,0.00,97.27,150,1605.91,-8.33,
private room in guesthouse,private room,4,"11-2020",100.00,40.00,600.00,95.0,168.27,9,0.00,97.27,121,907.27,0.00,
private room in guesthouse,private room,4,"12-2020",100.00,40.00,370.00,87.5,133.58,10,0.00,97.50,193,1920.33,9.09,
private room in guesthouse,private room,4,"01-2021",100.00,40.00,370.00,95.0,141.00,9,0.00,97.27,167,1439.45,-8.33,
private room in guesthouse,private room,4,"02-2021",100.00,40.00,370.00,87.5,125.10,8,0.00,97.00,134,1057.80,-9.09,
private room in guesthouse,private room,4,"03-2021",100.00,40.00,370.00,90.0,127.50,8,0.00,97.00,180,2209.00,0.00,
private room in guesthouse,private room,4,"04-2021",100.00,40.00,155.00,90.0,90.56,7,0.00,97.78,121,1108.89,-10.00,
private room in guesthouse,private room,5,"08-2020",100.00,235.00,235.00,235.0,235.00,1,0.00,91.00,30,7050.00,,
private room in guesthouse,private room,5,"09-2020",100.00,235.00,235.00,235.0,235.00,1,0.00,91.00,30,7050.00,0.00,
private room in guesthouse,private room,5,"10-2020",100.00,235.00,235.00,235.0,235.00,1,0.00,91.00,30,7050.00,0.00,
private room in guesthouse,private room,5,"11-2020",100.00,250.00,250.00,250.0,250.00,1,0.00,91.00,30,7500.00,0.00,
private room in guesthouse,private room,5,"12-2020",100.00,320.00,320.00,320.0,320.00,1,0.00,91.00,29,9280.00,0.00,
private room in guesthouse,private room,5,"01-2021",100.00,320.00,320.00,320.0,320.00,1,0.00,91.00,30,9600.00,0.00,
private room in guesthouse,private room,5,"02-2021",100.00,240.00,240.00,240.0,240.00,1,0.00,91.00,25,6000.00,0.00,
private room in guesthouse,private room,5,"03-2021",100.00,240.00,240.00,240.0,240.00,1,0.00,91.00,30,7200.00,0.00,
private room in guesthouse,private room,5,"04-2021",100.00,260.00,260.00,260.0,260.00,1,0.00,91.00,30,7800.00,0.00,
private room in guesthouse,private room,6,"08-2020",100.00,450.00,600.00,480.0,510.00,3,0.00,100.00,0,0.00,,
private room in guesthouse,private room,6,"09-2020",100.00,450.00,600.00,480.0,510.00,3,0.00,100.00,0,0.00,0.00,
private room in guesthouse,private room,6,"10-2020",100.00,450.00,600.00,480.0,510.00,3,0.00,100.00,0,0.00,0.00,
private room in guesthouse,private room,6,"11-2020",100.00,450.00,600.00,480.0,510.00,3,0.00,100.00,0,0.00,0.00,
private room in guesthouse,private room,6,"12-2020",100.00,350.00,600.00,480.0,476.67,3,0.00,100.00,1,116.67,0.00,
private room in guesthouse,private room,6,"01-2021",100.00,350.00,600.00,480.0,476.67,3,0.00,100.00,0,0.00,0.00,
private room in guesthouse,private room,6,"02-2021",100.00,480.00,600.00,540.0,540.00,2,0.00,100.00,0,0.00,-33.33,
private room in guesthouse,private room,6,"03-2021",100.00,480.00,600.00,540.0,540.00,2,0.00,100.00,0,0.00,0.00,
private room in guesthouse,private room,6,"04-2021",100.00,165.00,600.00,382.5,382.50,2,0.00,100.00,0,0.00,0.00,
private room in guest suite,private room,1,"08-2020",100.00,24.00,250.00,55.0,65.91,22,9.09,91.91,285,788.26,,
private room in guest suite,private room,1,"09-2020",100.00,24.00,250.00,52.5,63.42,24,8.33,89.85,381,831.00,13.04,
private room in guest suite,private room,1,"10-2020",100.00,26.00,250.00,55.0,64.96,25,4.00,91.72,352,852.64,-3.85,
private room in guest suite,private room,1,"11-2020",100.00,21.00,250.00,57.5,64.77,25,4.00,92.35,322,738.46,4.00,
private room in guest suite,private room,1,"12-2020",100.00,20.00,250.00,50.0,62.67,27,7.41,92.63,543,1350.67,3.85,
private room in guest suite,private room,1,"01-2021",100.00,15.00,250.00,50.0,61.13,24,4.17,91.71,524,1404.17,-11.11,
private room in guest suite,private room,1,"02-2021",100.00,23.00,250.00,50.0,61.29,24,4.17,91.71,384,898.46,0.00,
private room in guest suite,private room,1,"03-2021",95.83,17.00,250.00,50.0,62.43,24,4.17,94.70,285,729.83,-4.17,
private room in guest suite,private room,1,"04-2021",96.77,22.00,250.00,40.0,56.50,28,7.14,92.47,458,819.97,30.43,0.00
private room in guest suite,private room,2,"08-2020",100.00,26.00,1000.00,79.0,105.39,84,30.95,95.71,1679,1613.22,,
private room in guest suite,private room,2,"09-2020",100.00,26.00,1000.00,79.0,100.99,86,30.23,95.58,1844,1578.34,8.11,
private room in guest suite,private room,2,"10-2020",100.00,29.00,1000.00,79.5,103.51,86,32.56,95.78,1956,1826.14,-6.67,
private room in guest suite,private room,2,"11-2020",100.00,23.00,1000.00,80.0,104.61,83,32.53,95.73,1559,1522.65,-1.79,
private room in guest suite,private room,2,"12-2020",100.00,21.00,1000.00,79.0,103.91,77,28.57,95.76,1763,1841.57,-9.09,
private room in guest suite,private room,2,"01-2021",100.00,18.00,1000.00,79.0,101.42,76,28.95,95.56,1609,1595.75,-1.00,
private room in guest suite,private room,2,"02-2021",100.00,31.00,1000.00,76.0,99.21,79,27.85,95.48,1496,1519.20,2.02,
private room in guest suite,private room,2,"03-2021",100.00,23.00,1000.00,79.0,100.91,79,27.85,95.63,1508,1540.17,-1.98,
private room in guest suite,private room,2,"04-2021",100.00,31.00,1000.00,80.0,103.33,82,28.05,94.93,1481,1568.40,3.03,
private room in guest suite,private room,3,"08-2020",100.00,60.00,105.00,75.0,77.86,7,42.86,93.57,69,909.71,,
private room in guest suite,private room,3,"09-2020",100.00,60.00,105.00,69.0,75.67,8,37.50,95.00,118,1061.33,28.57,
private room in guest suite,private room,3,"10-2020",100.00,60.00,105.00,77.5,79.13,8,37.50,94.38,104,1060.38,-11.11,
private room in guest suite,private room,3,"11-2020",100.00,60.00,105.00,72.0,76.63,8,37.50,94.38,98,924.38,0.00,
private room in guest suite,private room,3,"12-2020",100.00,60.00,90.00,77.5,77.25,8,37.50,93.00,171,1681.25,0.00,
private room in guest suite,private room,3,"01-2021",100.00,60.00,90.00,80.0,78.11,9,44.44,93.78,156,1358.78,12.50,
private room in guest suite,private room,3,"02-2021",100.00,60.00,90.00,80.0,77.00,9,44.44,93.78,135,1134.22,0.00,
private room in guest suite,private room,3,"03-2021",100.00,60.00,90.00,80.0,77.00,9,44.44,93.78,97,846.89,0.00,
private room in guest suite,private room,3,"04-2021",100.00,60.00,90.00,77.5,76.63,8,50.00,93.63,72,692.75,-11.11,
private room in guest suite,private room,4,"08-2020",100.00,37.00,268.00,168.0,150.63,7,14.29,86.88,45,926.63,,
private room in guest suite,private room,4,"09-2020",100.00,45.00,268.00,168.0,149.50,7,14.29,86.88,72,1116.75,0.00,
private room in guest suite,private room,4,"10-2020",100.00,45.00,268.00,168.0,159.57,6,16.67,85.71,39,922.43,-12.50,
private room in guest suite,private room,4,"11-2020",100.00,45.00,268.00,168.0,164.14,6,16.67,85.71,37,983.57,0.00,
private room in guest suite,private room,4,"12-2020",100.00,45.00,313.00,174.0,175.67,5,20.00,96.67,100,3008.50,-14.29,
private room in guest suite,private room,4,"01-2021",100.00,45.00,268.00,168.0,144.29,6,16.67,96.57,81,1789.43,16.67,
private room in guest suite,private room,4,"02-2021",100.00,45.00,268.00,120.0,135.14,6,16.67,96.57,65,1221.14,0.00,
private room in guest suite,private room,4,"03-2021",100.00,45.00,268.00,117.0,134.71,6,16.67,97.00,59,1094.14,0.00,
private room in guest suite,private room,4,"04-2021",100.00,45.00,268.00,126.5,137.67,5,20.00,96.67,41,989.17,-14.29,
private room in guest suite,private room,6,"08-2020",100.00,338.00,338.00,338.0,338.00,1,0.00,100.00,2,676.00,,
private room in guest suite,private room,6,"09-2020",100.00,179.00,179.00,179.0,179.00,1,0.00,100.00,2,358.00,0.00,
private room in guest suite,private room,6,"10-2020",100.00,200.00,200.00,200.0,200.00,1,0.00,100.00,4,800.00,0.00,
private room in guest suite,private room,6,"11-2020",100.00,300.00,300.00,300.0,300.00,1,0.00,100.00,6,1800.00,0.00,
private room in guest suite,private room,6,"12-2020",100.00,362.00,362.00,362.0,362.00,1,0.00,70.00,21,7602.00,0.00,
private room in guest suite,private room,6,"01-2021",100.00,199.00,199.00,199.0,199.00,1,0.00,70.00,3,597.00,0.00,
private room in guest suite,private room,6,"02-2021",100.00,218.00,218.00,218.0,218.00,1,0.00,70.00,3,654.00,0.00,
private room in guest suite,private room,16,"08-2020",100.00,85.00,85.00,85.0,85.00,1,0.00,100.00,1,85.00,,
private room in guest suite,private room,16,"09-2020",100.00,85.00,85.00,85.0,85.00,1,0.00,100.00,0,0.00,0.00,
private room in guest suite,private room,16,"10-2020",100.00,85.00,85.00,85.0,85.00,1,0.00,100.00,0,0.00,0.00,
private room in guest suite,private room,16,"11-2020",100.00,85.00,85.00,85.0,85.00,1,0.00,100.00,0,0.00,0.00,
private room in hostel,private room,1,"08-2020",100.00,45.00,60.00,52.0,52.17,1,0.00,94.83,92,856.67,,
private room in hostel,private room,1,"09-2020",100.00,45.00,60.00,49.0,51.14,1,0.00,94.43,93,740.71,16.67,
private room in hostel,private room,1,"10-2020",100.00,45.00,60.00,52.0,52.17,1,0.00,94.83,92,856.67,-14.29,
private room in hostel,private room,1,"11-2020",100.00,45.00,99.00,55.0,58.86,2,0.00,95.57,92,734.29,16.67,
private room in hostel,private room,1,"12-2020",100.00,40.00,88.00,55.0,57.29,2,0.00,96.57,34,405.57,0.00,
private room in hostel,private room,1,"01-2021",100.00,40.00,88.00,57.0,58.88,3,0.00,97.00,64,617.38,14.29,
private room in hostel,private room,1,"02-2021",100.00,35.00,88.00,45.0,52.36,5,0.00,96.00,7,42.09,37.50,
private room in hostel,private room,1,"03-2021",100.00,35.00,88.00,45.0,52.33,3,0.00,95.11,62,434.00,-18.18,
private room in hostel,private room,1,"04-2021",100.00,35.00,88.00,50.0,54.00,4,0.00,95.60,62,374.70,11.11,
private room in hostel,private room,2,"08-2020",100.00,49.00,180.00,64.0,76.56,8,25.00,90.56,76,237.50,,
private room in hostel,private room,2,"09-2020",100.00,52.00,174.00,64.0,76.18,8,25.00,91.63,87,287.00,5.56,
private room in hostel,private room,2,"10-2020",100.00,52.00,171.00,65.0,79.89,9,22.22,91.79,129,461.74,0.00,
private room in hostel,private room,2,"11-2020",100.00,52.00,169.00,67.5,82.35,8,25.00,93.50,136,475.40,5.26,
private room in hostel,private room,2,"12-2020",100.00,52.00,450.00,83.0,116.65,10,20.00,93.39,215,822.52,15.00,
private room in hostel,private room,2,"01-2021",100.00,47.00,169.00,74.0,88.52,10,20.00,94.33,238,825.89,17.39,
private room in hostel,private room,2,"02-2021",100.00,52.00,180.00,81.0,93.00,10,20.00,95.44,297,840.41,0.00,
private room in hostel,private room,2,"03-2021",100.00,52.00,180.00,85.0,93.89,10,20.00,94.33,344,1133.19,0.00,
private room in hostel,private room,2,"04-2021",100.00,52.00,300.00,80.5,102.27,10,20.00,93.60,211,534.67,11.11,
private room in hostel,private room,3,"08-2020",100.00,51.00,120.00,92.0,87.33,5,40.00,87.17,37,431.00,,
private room in hostel,private room,3,"09-2020",100.00,62.00,114.00,101.0,91.17,5,40.00,87.17,58,812.00,0.00,
private room in hostel,private room,3,"10-2020",100.00,45.00,128.00,99.0,90.14,6,33.33,89.00,34,338.14,16.67,
private room in hostel,private room,3,"11-2020",100.00,45.00,148.00,93.5,95.38,7,28.57,90.38,38,311.13,14.29,
private room in hostel,private room,3,"12-2020",100.00,52.00,450.00,110.0,145.33,8,25.00,89.22,89,936.78,12.50,
private room in hostel,private room,3,"01-2021",100.00,58.00,166.00,110.0,106.33,8,25.00,89.22,150,1291.00,0.00,
private room in hostel,private room,3,"02-2021",100.00,50.00,166.00,110.0,104.56,8,25.00,89.22,142,1419.44,0.00,
private room in hostel,private room,3,"03-2021",100.00,51.00,166.00,120.0,108.33,8,25.00,88.11,157,1591.22,0.00,
private room in hostel,private room,3,"04-2021",100.00,51.00,188.00,110.0,112.78,8,25.00,88.44,107,1148.67,0.00,
private room in hostel,private room,4,"08-2020",100.00,64.00,141.00,95.0,99.22,6,33.33,90.33,92,970.44,,
private room in hostel,private room,4,"09-2020",100.00,70.00,141.00,95.0,101.10,6,33.33,91.30,92,874.20,11.11,
private room in hostel,private room,4,"10-2020",100.00,70.00,139.00,97.0,103.80,7,28.57,91.30,208,2021.70,0.00,
private room in hostel,private room,4,"11-2020",100.00,70.00,151.00,95.0,98.50,7,28.57,94.10,145,1357.90,0.00,
private room in hostel,private room,4,"12-2020",100.00,65.00,190.00,131.0,125.42,8,25.00,94.25,225,2266.92,20.00,
private room in hostel,private room,4,"01-2021",100.00,65.00,190.00,95.0,115.33,8,25.00,94.73,263,2038.47,25.00,
private room in hostel,private room,4,"02-2021",100.00,65.00,190.00,122.5,121.75,9,22.22,95.69,298,2061.00,6.67,
private room in hostel,private room,4,"03-2021",100.00,65.00,190.00,132.0,128.38,9,22.22,95.50,282,2088.31,0.00,
private room in hostel,private room,4,"04-2021",100.00,65.00,190.00,133.0,128.35,10,20.00,96.10,212,1164.70,25.00,
private room in hostel,private room,5,"08-2020",100.00,160.00,160.00,160.0,160.00,1,100.00,90.00,0,0.00,,
private room in hostel,private room,5,"09-2020",100.00,160.00,160.00,160.0,160.00,1,100.00,90.00,0,0.00,0.00,
private room in hostel,private room,5,"10-2020",100.00,163.00,163.00,163.0,163.00,1,100.00,90.00,0,0.00,0.00,
private room in hostel,private room,5,"11-2020",100.00,160.00,160.00,160.0,160.00,1,100.00,90.00,0,0.00,0.00,
private room in hostel,private room,5,"12-2020",100.00,160.00,160.00,160.0,160.00,1,100.00,90.00,12,1920.00,0.00,
private room in hostel,private room,5,"01-2021",100.00,171.00,171.00,171.0,171.00,1,100.00,91.00,7,1197.00,0.00,
private room in hostel,private room,5,"02-2021",100.00,171.00,171.00,171.0,171.00,1,100.00,91.00,0,0.00,0.00,
private room in hostel,private room,5,"03-2021",100.00,171.00,171.00,171.0,171.00,1,100.00,91.00,3,513.00,0.00,
private room in hostel,private room,5,"04-2021",100.00,180.00,180.00,180.0,180.00,1,100.00,93.00,6,1080.00,0.00,
private room in hostel,private room,6,"08-2020",100.00,140.00,222.00,181.0,181.00,2,0.00,86.00,0,0.00,,
private room in hostel,private room,6,"09-2020",100.00,140.00,230.00,180.0,182.50,3,0.00,93.00,60,2700.00,100.00,
private room in hostel,private room,6,"10-2020",100.00,180.00,230.00,220.0,210.00,3,0.00,90.67,31,1873.33,-25.00,
private room in hostel,private room,6,"11-2020",100.00,145.00,269.00,180.0,198.00,3,0.00,90.67,32,1896.67,0.00,
private room in hostel,private room,6,"12-2020",100.00,166.00,390.00,180.0,245.33,3,0.00,90.67,41,2408.67,0.00,
private room in hostel,private room,6,"01-2021",100.00,174.00,265.00,180.0,206.33,3,0.00,90.67,21,1258.00,0.00,
private room in hostel,private room,6,"02-2021",100.00,130.00,216.00,173.0,173.00,2,0.00,86.00,30,1950.00,-33.33,
private room in hostel,private room,6,"03-2021",100.00,216.00,220.00,218.0,218.00,2,0.00,86.00,30,3300.00,0.00,
private room in hostel,private room,6,"04-2021",100.00,240.00,240.00,240.0,240.00,1,0.00,92.00,0,0.00,-50.00,
private room in hostel,private room,10,"08-2020",100.00,200.00,200.00,200.0,200.00,1,100.00,100.00,0,0.00,,
private room in hostel,private room,10,"09-2020",100.00,214.00,214.00,214.0,214.00,1,100.00,100.00,0,0.00,0.00,
private room in hostel,private room,10,"10-2020",100.00,163.00,163.00,163.0,163.00,1,100.00,100.00,0,0.00,0.00,
